CODIGO GESTOR;Gestão do Recurso;DESCRIÇÃO DO GESTOR;VALOR;março;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro;% TOTAL;SQ (CODIGO Interno;UF;STATUS
291080;MUNICIPAL;FEIRA DE SANTANA;1.533.297,91;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30035;BAHIA;NAO_APROVADO
291085;MUNICIPAL;FILADELFIA;40.080,02;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30036;BAHIA;NAO_APROVADO
291120;MUNICIPAL;GANDU;80.528,56;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30037;BAHIA;NAO_APROVADO
291170;MUNICIPAL;GUANAMBI;209.694,13;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30038;BAHIA;NAO_APROVADO
291200;MUNICIPAL;IBIASSUCE;21.740,11;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30039;BAHIA;NAO_APROVADO
291290;MUNICIPAL;IBIRATAIA;35.564,45;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30040;BAHIA;NAO_APROVADO
291320;MUNICIPAL;IBOTIRAMA;66.519,96;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30041;BAHIA;NAO_APROVADO
291360;MUNICIPAL;ILHEUS;387.285,43;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30042;BAHIA;NAO_APROVADO
291400;MUNICIPAL;IPIRA;145.640,78;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30043;BAHIA;NAO_APROVADO
291465;MUNICIPAL;ITABELA;75.917,17;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30044;BAHIA;NAO_APROVADO
291560;MUNICIPAL;ITAMARAJU;158.273,58;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30045;BAHIA;NAO_APROVADO
291640;MUNICIPAL;ITAPETINGA;190.174,96;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30046;BAHIA;NAO_APROVADO
291700;MUNICIPAL;ITIUBA;88.788,28;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30047;BAHIA;NAO_APROVADO
291735;MUNICIPAL;JABORANDI;20.086,69;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30048;BAHIA;NAO_APROVADO
291750;MUNICIPAL;JACOBINA;198.383,09;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30049;BAHIA;NAO_APROVADO
291770;MUNICIPAL;JAGUARARI;83.321,93;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30050;BAHIA;NAO_APROVADO
291810;MUNICIPAL;JEREMOABO;100.315,52;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30051;BAHIA;NAO_APROVADO
291840;MUNICIPAL;JUAZEIRO;539.372,83;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30052;BAHIA;NAO_APROVADO
291915;MUNICIPAL;LAPAO;67.126,79;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30053;BAHIA;NAO_APROVADO
291950;MUNICIPAL;LIVRAMENTO DE NOSSA SENHORA;113.926,12;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30054;BAHIA;NAO_APROVADO
291955;MUNICIPAL;LUIS EDUARDO MAGALHAES;227.672,90;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30055;BAHIA;NAO_APROVADO
292050;MUNICIPAL;MARACAS;49.069,40;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30056;BAHIA;NAO_APROVADO
292100;MUNICIPAL;MATA DE SAO JOAO;117.048,70;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30057;BAHIA;NAO_APROVADO
292110;MUNICIPAL;MEDEIROS NETO;55.869,79;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30058;BAHIA;NAO_APROVADO
292150;MUNICIPAL;MONTE SANTO;120.738,79;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30059;BAHIA;NAO_APROVADO
292170;MUNICIPAL;MORRO DO CHAPEU;87.132,40;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30060;BAHIA;NAO_APROVADO
292200;MUNICIPAL;MUCURI;104.976,05;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30061;BAHIA;NAO_APROVADO
292205;MUNICIPAL;MULUNGU DO MORRO;25.720,10;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30062;BAHIA;NAO_APROVADO
292300;MUNICIPAL;NOVA VICOSA;108.516,28;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30063;BAHIA;NAO_APROVADO
292340;MUNICIPAL;PALMAS DE MONTE ALTO;53.656,23;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30064;BAHIA;NAO_APROVADO
292450;MUNICIPAL;PINDAI;40.065,28;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30065;BAHIA;NAO_APROVADO
292460;MUNICIPAL;PINDOBACU;49.253,66;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30066;BAHIA;NAO_APROVADO
292500;MUNICIPAL;PLANALTO;65.303,85;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30067;BAHIA;NAO_APROVADO
292520;MUNICIPAL;POJUCA;99.256,65;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30068;BAHIA;NAO_APROVADO
292525;MUNICIPAL;PONTO NOVO;36.186,01;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30069;BAHIA;NAO_APROVADO
292530;MUNICIPAL;PORTO SEGURO;374.731,25;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30070;BAHIA;NAO_APROVADO
292580;MUNICIPAL;QUEIMADAS;62.471,18;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30071;BAHIA;NAO_APROVADO
292600;MUNICIPAL;REMANSO;101.524,26;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30072;BAHIA;NAO_APROVADO
292610;MUNICIPAL;RETIROLANDIA;35.839,61;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30073;BAHIA;NAO_APROVADO
292800;MUNICIPAL;SANTALUZ;92.630,69;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30074;BAHIA;NAO_APROVADO
292810;MUNICIPAL;SANTA MARIA DA VITORIA;97.551,64;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30075;BAHIA;NAO_APROVADO
292820;MUNICIPAL;SANTANA;65.822,23;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30076;BAHIA;NAO_APROVADO
292850;MUNICIPAL;SANTA TERESINHA;25.845,40;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30077;BAHIA;NAO_APROVADO
292860;MUNICIPAL;SANTO AMARO;147.874,00;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30078;BAHIA;NAO_APROVADO
292890;MUNICIPAL;SAO DESIDERIO;85.407,74;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30079;BAHIA;NAO_APROVADO
292905;MUNICIPAL;SAO FELIX DO CORIBE;38.185,84;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30080;BAHIA;NAO_APROVADO
292920;MUNICIPAL;SAO FRANCISCO DO CONDE;99.902,78;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30081;BAHIA;NAO_APROVADO
292960;MUNICIPAL;SAPEACU;42.799,68;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30082;BAHIA;NAO_APROVADO
293010;MUNICIPAL;SENHOR DO BONFIM;196.083,53;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30083;BAHIA;NAO_APROVADO
293015;MUNICIPAL;SERRA DO RAMALHO;77.049,75;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30084;BAHIA;NAO_APROVADO
293030;MUNICIPAL;SERRA DOURADA;42.406,60;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30085;BAHIA;NAO_APROVADO
293050;MUNICIPAL;SERRINHA;200.702,29;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30086;BAHIA;NAO_APROVADO
293070;MUNICIPAL;SIMOES FILHO;336.867,25;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30087;BAHIA;NAO_APROVADO
293077;MUNICIPAL;SOBRADINHO;57.179,26;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30088;BAHIA;NAO_APROVADO
293135;MUNICIPAL;TEIXEIRA DE FREITAS;403.625,52;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30089;BAHIA;NAO_APROVADO
293190;MUNICIPAL;TUCANO;125.057,82;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30090;BAHIA;NAO_APROVADO
293260;MUNICIPAL;URANDI;40.959,55;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30091;BAHIA;NAO_APROVADO
293360;MUNICIPAL;XIQUE-XIQUE;114.392,91;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;0%;30092;BAHIA;NAO_APROVADO
170000;ESTADUAL;Tocantins;4.521.041,04;0%;33%;8%;9%;9%;9%;8%;8%;8%;8%;100%;30001;TOCANTINS;NAO_APROVADO
